epoch,loss
336,0.249033
337,0.249028
338,0.249023
339,0.249018
340,0.249013
341,0.249008
342,0.249003
343,0.248998
344,0.248993
345,0.248988
346,0.248983
347,0.248978
348,0.248973
349,0.248968
350,0.248963
351,0.248957
352,0.248952
353,0.248947
354,0.248942
355,0.248936
356,0.248931
357,0.248926
358,0.248920
359,0.248915
360,0.248910
361,0.248904
362,0.248899
363,0.248893
364,0.248888
365,0.248882
366,0.248876
367,0.248871
368,0.248865
369,0.248860
370,0.248854
371,0.248848
372,0.248842
373,0.248837
374,0.248831
375,0.248825
376,0.248819
377,0.248813
378,0.248807
379,0.248801
380,0.248795
381,0.248789
382,0.248783
383,0.248777
384,0.248771
385,0.248765
386,0.248759
387,0.248752
388,0.248746
389,0.248740
390,0.248734
391,0.248727
392,0.248721
393,0.248714
394,0.248708
395,0.248701
396,0.248695
397,0.248688
398,0.248682
399,0.248675
400,0.248668
401,0.248662
402,0.248655
403,0.248648
404,0.248641
405,0.248635
406,0.248628
407,0.248621
408,0.248614
409,0.248607
410,0.248600
411,0.248593
412,0.248586
413,0.248578
414,0.248571
415,0.248564
416,0.248557
417,0.248549
418,0.248542
419,0.248535
420,0.248527
421,0.248520
422,0.248512
423,0.248505
424,0.248497
425,0.248489
426,0.248482
427,0.248474
428,0.248466
429,0.248458
430,0.248451
431,0.248443
432,0.248435
433,0.248427
434,0.248419
435,0.248410
436,0.248402
437,0.248394
438,0.248386
439,0.248378
440,0.248369
441,0.248361
442,0.248352
443,0.248344
444,0.248335
445,0.248327
446,0.248318
447,0.248310
448,0.248301
449,0.248292
450,0.248283
451,0.248274
452,0.248265
453,0.248256
454,0.248247
455,0.248238
456,0.248229
457,0.248220
458,0.248211
459,0.248201
460,0.248192
461,0.248183
462,0.248173
463,0.248164
464,0.248154
465,0.248144
466,0.248135
467,0.248125
468,0.248115
469,0.248105
470,0.248095
471,0.248085
472,0.248075
473,0.248065
474,0.248055
475,0.248045
476,0.248034
477,0.248024
478,0.248013
479,0.248003
480,0.247992
481,0.247982
482,0.247971
483,0.247960
484,0.247949
485,0.247939
486,0.247928
487,0.247917
488,0.247905
489,0.247894
490,0.247883
491,0.247872
492,0.247860
493,0.247849
494,0.247837
495,0.247826
496,0.247814
497,0.247802
498,0.247791
499,0.247779
500,0.247767
501,0.247755
502,0.247743
503,0.247730
504,0.247718
505,0.247706
506,0.247693
507,0.247681
508,0.247668
509,0.247656
510,0.247643
511,0.247630
512,0.247617
513,0.247604
514,0.247591
515,0.247578
516,0.247565
517,0.247552
518,0.247538
519,0.247525
520,0.247511
521,0.247497
522,0.247484
523,0.247470
524,0.247456
525,0.247442
526,0.247428
527,0.247414
528,0.247399
529,0.247385
530,0.247370
531,0.247356
532,0.247341
533,0.247326
534,0.247312
535,0.247297
536,0.247282
537,0.247266
538,0.247251
539,0.247236
540,0.247220
541,0.247205
542,0.247189
543,0.247173
544,0.247158
545,0.247142
546,0.247126
547,0.247109
548,0.247093
549,0.247077
550,0.247060
551,0.247044
552,0.247027
553,0.247010
554,0.246993
555,0.246976
556,0.246959
557,0.246942
558,0.246924
559,0.246907
560,0.246889
561,0.246872
562,0.246854
563,0.246836
564,0.246818
565,0.246800
566,0.246781
567,0.246763
568,0.246744
569,0.246726
570,0.246707
571,0.246688
572,0.246669
573,0.246649
574,0.246630
575,0.246611
576,0.246591
577,0.246571
578,0.246552
579,0.246532
580,0.246511
581,0.246491
582,0.246471
583,0.246450
584,0.246430
585,0.246409
586,0.246388
587,0.246367
588,0.246346
589,0.246324
590,0.246303
591,0.246281
592,0.246259
593,0.246237
594,0.246215
595,0.246193
596,0.246171
597,0.246148
598,0.246125
599,0.246102
600,0.246079
601,0.246056
602,0.246033
603,0.246009
604,0.245986
605,0.245962
606,0.245938
607,0.245914
608,0.245889
609,0.245865
610,0.245840
611,0.245816
612,0.245791
613,0.245765
614,0.245740
615,0.245715
616,0.245689
617,0.245663
618,0.245637
619,0.245611
620,0.245585
621,0.245558
622,0.245531
623,0.245504
624,0.245477
625,0.245450
626,0.245423
627,0.245395
628,0.245367
629,0.245339
630,0.245311
631,0.245282
632,0.245254
633,0.245225
634,0.245196
635,0.245167
636,0.245138
637,0.245108
638,0.245078
639,0.245048
640,0.245018
641,0.244987
642,0.244957
643,0.244926
644,0.244895
645,0.244864
646,0.244832
647,0.244801
648,0.244769
649,0.244737
650,0.244704
651,0.244672
652,0.244639
653,0.244606
654,0.244573
655,0.244539
656,0.244505
657,0.244472
658,0.244437
659,0.244403
660,0.244368
661,0.244334
662,0.244298
663,0.244263
664,0.244228
665,0.244192
666,0.244156
667,0.244119
668,0.244083
669,0.244046
670,0.244009
671,0.243972
672,0.243934
673,0.243896
674,0.243858
675,0.243820
676,0.243781
677,0.243743
678,0.243703
679,0.243664
680,0.243624
681,0.243584
682,0.243544
683,0.243504
684,0.243463
685,0.243422
686,0.243381
687,0.243339
688,0.243297
689,0.243255
690,0.243213
691,0.243170
692,0.243127
693,0.243084
694,0.243040
695,0.242997
696,0.242952
697,0.242908
698,0.242863
699,0.242818
700,0.242773
701,0.242727
702,0.242681
703,0.242635
704,0.242588
705,0.242541
706,0.242494
707,0.242447
708,0.242399
709,0.242351
710,0.242302
711,0.242253
712,0.242204
713,0.242155
714,0.242105
715,0.242055
716,0.242005
717,0.241954
718,0.241903
719,0.241851
720,0.241799
721,0.241747
722,0.241695
723,0.241642
724,0.241589
725,0.241535
726,0.241481
727,0.241427
728,0.241373
729,0.241318
730,0.241262
731,0.241207
732,0.241151
733,0.241094
734,0.241038
735,0.240980
736,0.240923
737,0.240865
738,0.240807
739,0.240748
740,0.240689
741,0.240630
742,0.240570
743,0.240510
744,0.240449
745,0.240388
746,0.240327
747,0.240265
748,0.240203
749,0.240141
750,0.240078
751,0.240014
752,0.239951
753,0.239886
754,0.239822
755,0.239757
756,0.239692
757,0.239626
758,0.239560
759,0.239493
760,0.239426
761,0.239358
762,0.239290
763,0.239222
764,0.239153
765,0.239084
766,0.239015
767,0.238944
768,0.238874
769,0.238803
770,0.238732
771,0.238660
772,0.238587
773,0.238515
774,0.238442
775,0.238368
776,0.238294
777,0.238219
778,0.238144
779,0.238069
780,0.237993
781,0.237916
782,0.237839
783,0.237762
784,0.237684
785,0.237606
786,0.237527
787,0.237448
788,0.237368
789,0.237288
790,0.237207
791,0.237126
792,0.237044
793,0.236962
794,0.236879
795,0.236796
796,0.236713
797,0.236628
798,0.236544
799,0.236459
800,0.236373
801,0.236287
802,0.236200
803,0.236113
804,0.236025
805,0.235937
806,0.235848
807,0.235759
808,0.235669
809,0.235578
810,0.235487
811,0.235396
812,0.235304
813,0.235211
814,0.235118
815,0.235025
816,0.234931
817,0.234836
818,0.234741
819,0.234645
820,0.234549
821,0.234452
822,0.234355
823,0.234257
824,0.234158
825,0.234059
826,0.233959
827,0.233859
828,0.233758
829,0.233657
830,0.233555
831,0.233452
832,0.233349
833,0.233246
834,0.233142
835,0.233037
836,0.232931
837,0.232825
838,0.232719
839,0.232612
840,0.232504
841,0.232396
842,0.232287
843,0.232177
844,0.232067
845,0.231956
846,0.231845
847,0.231733
848,0.231621
849,0.231507
850,0.231394
851,0.231279
852,0.231164
853,0.231049
854,0.230933
855,0.230816
856,0.230698
857,0.230580
858,0.230462
859,0.230342
860,0.230222
861,0.230102
862,0.229981
863,0.229859
864,0.229736
865,0.229613
866,0.229490
867,0.229365
868,0.229240
869,0.229115
870,0.228989
871,0.228862
872,0.228734
873,0.228606
874,0.228477
875,0.228348
876,0.228217
877,0.228087
878,0.227955
879,0.227823
880,0.227690
881,0.227557
882,0.227423
883,0.227288
884,0.227153
885,0.227017
886,0.226880
887,0.226743
888,0.226605
889,0.226466
890,0.226327
891,0.226187
892,0.226046
893,0.225905
894,0.225763
895,0.225620
896,0.225477
897,0.225333
898,0.225188
899,0.225043
900,0.224896
901,0.224750
902,0.224602
903,0.224454
904,0.224306
905,0.224156
906,0.224006
907,0.223855
908,0.223704
909,0.223552
910,0.223399
911,0.223245
912,0.223091
913,0.222936
914,0.222781
915,0.222624
916,0.222467
917,0.222310
918,0.222151
919,0.221992
920,0.221833
921,0.221672
922,0.221511
923,0.221350
924,0.221187
925,0.221024
926,0.220861
927,0.220696
928,0.220531
929,0.220365
930,0.220199
931,0.220031
932,0.219864
933,0.219695
934,0.219526
935,0.219356
936,0.219185
937,0.219014
938,0.218842
939,0.218669
940,0.218496
941,0.218322
942,0.218147
943,0.217972
944,0.217796
945,0.217619
946,0.217442
947,0.217264
948,0.217085
949,0.216906
950,0.216726
951,0.216545
952,0.216364
953,0.216181
954,0.215999
955,0.215815
956,0.215631
957,0.215446
958,0.215261
959,0.215075
960,0.214888
961,0.214701
962,0.214513
963,0.214324
964,0.214135
965,0.213945
966,0.213754
967,0.213563
968,0.213371
969,0.213178
970,0.212985
971,0.212791
972,0.212596
973,0.212401
974,0.212205
975,0.212008
976,0.211811
977,0.211613
978,0.211415
979,0.211216
980,0.211016
981,0.210816
982,0.210615
983,0.210413
984,0.210211
985,0.210008
986,0.209805
987,0.209601
988,0.209396
989,0.209191
990,0.208985
991,0.208778
992,0.208571
993,0.208364
994,0.208155
995,0.207946
996,0.207737
997,0.207527
998,0.207316
999,0.207104
1000,0.206893
1001,0.206680
1002,0.206467
1003,0.206253
1004,0.206039
1005,0.205824
1006,0.205609
1007,0.205393
1008,0.205176
1009,0.204959
1010,0.204741
1011,0.204523
1012,0.204304
1013,0.204085
1014,0.203865
1015,0.203644
1016,0.203423
1017,0.203201
1018,0.202979
1019,0.202756
1020,0.202533
1021,0.202309
1022,0.202085
1023,0.201860
1024,0.201634
1025,0.201408
1026,0.201182
1027,0.200955
1028,0.200727
1029,0.200499
1030,0.200270
1031,0.200041
1032,0.199811
1033,0.199581
1034,0.199350
1035,0.199119
1036,0.198887
1037,0.198655
1038,0.198422
1039,0.198189
1040,0.197955
1041,0.197721
1042,0.197486
1043,0.197251
1044,0.197015
1045,0.196778
1046,0.196542
1047,0.196304
1048,0.196067
1049,0.195828
1050,0.195590
1051,0.195350
1052,0.195111
1053,0.194870
1054,0.194630
1055,0.194388
1056,0.194147
1057,0.193905
1058,0.193662
1059,0.193419
1060,0.193175
1061,0.192931
1062,0.192687
1063,0.192442
1064,0.192196
1065,0.191951
1066,0.191704
1067,0.191457
1068,0.191210
1069,0.190962
1070,0.190714
1071,0.190465
1072,0.190216
1073,0.189967
1074,0.189717
1075,0.189466
1076,0.189215
1077,0.188964
1078,0.188712
1079,0.188459
1080,0.188207
1081,0.187953
1082,0.187700
1083,0.187445
1084,0.187191
1085,0.186936
1086,0.186680
1087,0.186424
1088,0.186168
1089,0.185911
1090,0.185653
1091,0.185396
1092,0.185137
1093,0.184878
1094,0.184619
1095,0.184360
1096,0.184099
1097,0.183839
1098,0.183578
1099,0.183316
1100,0.183054
1101,0.182792
1102,0.182529
1103,0.182266
1104,0.182002
1105,0.181738
1106,0.181473
1107,0.181208
1108,0.180942
1109,0.180676
1110,0.180409
1111,0.180142
1112,0.179875
1113,0.179607
1114,0.179338
1115,0.179069
1116,0.178799
1117,0.178530
1118,0.178259
1119,0.177988
1120,0.177717
1121,0.177445
1122,0.177172
1123,0.176899
1124,0.176626
1125,0.176352
1126,0.176078
1127,0.175803
1128,0.175527
1129,0.175252
1130,0.174975
1131,0.174698
1132,0.174421
1133,0.174143
1134,0.173864
1135,0.173585
1136,0.173306
1137,0.173026
1138,0.172745
1139,0.172464
1140,0.172182
1141,0.171900
1142,0.171618
1143,0.171334
1144,0.171050
1145,0.170766
1146,0.170481
1147,0.170196
1148,0.169910
1149,0.169623
1150,0.169336
1151,0.169049
1152,0.168760
1153,0.168471
1154,0.168182
1155,0.167892
1156,0.167602
1157,0.167310
1158,0.167019
1159,0.166727
1160,0.166434
1161,0.166140
1162,0.165846
1163,0.165552
1164,0.165256
1165,0.164960
1166,0.164664
1167,0.164367
1168,0.164069
1169,0.163771
1170,0.163472
1171,0.163173
1172,0.162873
1173,0.162572
1174,0.162270
1175,0.161968
1176,0.161666
1177,0.161363
1178,0.161059
1179,0.160754
1180,0.160449
1181,0.160143
1182,0.159837
1183,0.159530
1184,0.159222
1185,0.158913
1186,0.158604
1187,0.158295
1188,0.157984
1189,0.157673
1190,0.157362
1191,0.157049
1192,0.156736
1193,0.156423
1194,0.156108
1195,0.155793
1196,0.155478
1197,0.155161
1198,0.154844
1199,0.154527
1200,0.154208
1201,0.153889
1202,0.153570
1203,0.153249
1204,0.152928
1205,0.152606
1206,0.152284
1207,0.151961
1208,0.151637
1209,0.151313
1210,0.150988
1211,0.150662
1212,0.150336
1213,0.150008
1214,0.149681
1215,0.149352
1216,0.149023
1217,0.148693
1218,0.148363
1219,0.148032
1220,0.147700
1221,0.147367
1222,0.147034
1223,0.146700
1224,0.146366
1225,0.146031
1226,0.145695
1227,0.145358
1228,0.145021
1229,0.144684
1230,0.144345
1231,0.144006
1232,0.143666
1233,0.143326
1234,0.142985
1235,0.142643
1236,0.142301
1237,0.141958
1238,0.141615
1239,0.141271
1240,0.140926
1241,0.140581
1242,0.140235
1243,0.139888
1244,0.139541
1245,0.139193
1246,0.138845
1247,0.138496
1248,0.138147
1249,0.137796
1250,0.137446
1251,0.137095
1252,0.136743
1253,0.136391
1254,0.136038
1255,0.135684
1256,0.135331
1257,0.134976
1258,0.134621
1259,0.134266
1260,0.133910
1261,0.133553
1262,0.133196
1263,0.132839
1264,0.132481
1265,0.132123
1266,0.131764
1267,0.131405
1268,0.131045
1269,0.130685
1270,0.130324
1271,0.129963
1272,0.129602
1273,0.129240
1274,0.128878
1275,0.128515
1276,0.128153
1277,0.127789
1278,0.127426
1279,0.127062
1280,0.126698
1281,0.126333
1282,0.125968
1283,0.125603
1284,0.125237
1285,0.124871
1286,0.124505
1287,0.124139
1288,0.123773
1289,0.123406
1290,0.123039
1291,0.122671
1292,0.122304
1293,0.121936
1294,0.121569
1295,0.121201
1296,0.120832
1297,0.120464
1298,0.120096
1299,0.119727
1300,0.119358
1301,0.118990
1302,0.118621
1303,0.118252
1304,0.117883
1305,0.117514
1306,0.117145
1307,0.116776
1308,0.116407
1309,0.116037
1310,0.115668
1311,0.115299
1312,0.114930
1313,0.114561
1314,0.114192
1315,0.113823
1316,0.113455
1317,0.113086
1318,0.112717
1319,0.112349
1320,0.111980
1321,0.111612
1322,0.111244
1323,0.110876
1324,0.110509
1325,0.110141
1326,0.109774
1327,0.109407
1328,0.109040
1329,0.108674
1330,0.108307
1331,0.107941
1332,0.107576
1333,0.107210
1334,0.106845
1335,0.106480
1336,0.106116
1337,0.105752
1338,0.105388
1339,0.105024
1340,0.104661
1341,0.104299
1342,0.103937
1343,0.103575
1344,0.103214
1345,0.102853
1346,0.102492
1347,0.102132
1348,0.101773
1349,0.101414
1350,0.101055
1351,0.100697
1352,0.100340
1353,0.099983
1354,0.099626
1355,0.099271
1356,0.098915
1357,0.098561
1358,0.098206
1359,0.097853
1360,0.097500
1361,0.097148
1362,0.096796
1363,0.096445
1364,0.096095
1365,0.095745
1366,0.095396
1367,0.095048
1368,0.094700
1369,0.094353
1370,0.094007
1371,0.093661
1372,0.093317
1373,0.092973
1374,0.092629
1375,0.092287
1376,0.091945
1377,0.091604
1378,0.091264
1379,0.090924
1380,0.090586
1381,0.090248
1382,0.089911
1383,0.089575
1384,0.089239
1385,0.088905
1386,0.088571
1387,0.088238
1388,0.087906
1389,0.087575
1390,0.087245
1391,0.086915
1392,0.086587
1393,0.086259
1394,0.085933
1395,0.085607
1396,0.085282
1397,0.084958
1398,0.084635
1399,0.084313
1400,0.083992
1401,0.083672
1402,0.083352
1403,0.083034
1404,0.082717
1405,0.082400
1406,0.082085
1407,0.081770
1408,0.081457
1409,0.081144
1410,0.080833
1411,0.080522
1412,0.080212
1413,0.079904
1414,0.079596
1415,0.079290
1416,0.078984
1417,0.078679
1418,0.078376
1419,0.078073
1420,0.077772
1421,0.077471
1422,0.077172
1423,0.076873
1424,0.076576
1425,0.076280
1426,0.075984
1427,0.075690
1428,0.075397
1429,0.075105
1430,0.074813
1431,0.074523
1432,0.074234
1433,0.073946
1434,0.073659
1435,0.073373
1436,0.073088
1437,0.072805
1438,0.072522
1439,0.072240
1440,0.071959
1441,0.071680
1442,0.071401
1443,0.071124
1444,0.070847
1445,0.070572
1446,0.070298
1447,0.070025
1448,0.069752
1449,0.069481
1450,0.069211
1451,0.068942
1452,0.068674
1453,0.068408
1454,0.068142
1455,0.067877
1456,0.067613
1457,0.067351
1458,0.067089
1459,0.066829
1460,0.066569
1461,0.066311
1462,0.066054
1463,0.065798
1464,0.065542
1465,0.065288
1466,0.065035
1467,0.064783
1468,0.064532
1469,0.064282
1470,0.064033
1471,0.063786
1472,0.063539
1473,0.063293
1474,0.063048
1475,0.062805
1476,0.062562
1477,0.062321
1478,0.062080
1479,0.061841
1480,0.061602
1481,0.061365
1482,0.061128
1483,0.060893
1484,0.060658
1485,0.060425
1486,0.060193
1487,0.059961
1488,0.059731
1489,0.059502
1490,0.059274
1491,0.059046
1492,0.058820
1493,0.058595
1494,0.058371
1495,0.058147
1496,0.057925
1497,0.057704
1498,0.057484
1499,0.057264
1500,0.057046
1501,0.056829
1502,0.056612
1503,0.056397
1504,0.056182
1505,0.055969
1506,0.055757
1507,0.055545
1508,0.055334
1509,0.055125
1510,0.054916
1511,0.054709
1512,0.054502
1513,0.054296
1514,0.054091
1515,0.053887
1516,0.053684
1517,0.053482
1518,0.053281
1519,0.053081
1520,0.052882
1521,0.052683
1522,0.052486
1523,0.052289
1524,0.052094
1525,0.051899
1526,0.051705
1527,0.051513
1528,0.051321
1529,0.051129
1530,0.050939
1531,0.050750
1532,0.050562
1533,0.050374
1534,0.050187
1535,0.050001
1536,0.049817
1537,0.049632
1538,0.049449
1539,0.049267
1540,0.049085
1541,0.048905
1542,0.048725
1543,0.048546
1544,0.048368
1545,0.048191
1546,0.048014
1547,0.047839
1548,0.047664
1549,0.047490
1550,0.047317
1551,0.047145
1552,0.046973
1553,0.046802
1554,0.046633
1555,0.046463
1556,0.046295
1557,0.046128
1558,0.045961
1559,0.045795
1560,0.045630
1561,0.045466
1562,0.045302
1563,0.045140
1564,0.044978
1565,0.044816
1566,0.044656
1567,0.044496
1568,0.044337
1569,0.044179
1570,0.044022
1571,0.043865
1572,0.043709
1573,0.043554
1574,0.043399
1575,0.043246
1576,0.043093
1577,0.042940
1578,0.042789
1579,0.042638
1580,0.042488
1581,0.042339
1582,0.042190
1583,0.042042
1584,0.041895
1585,0.041748
1586,0.041602
1587,0.041457
1588,0.041313
1589,0.041169
1590,0.041026
1591,0.040883
1592,0.040742
1593,0.040600
1594,0.040460
1595,0.040320
1596,0.040181
1597,0.040043
1598,0.039905
1599,0.039768
1600,0.039631
1601,0.039496
1602,0.039361
1603,0.039226
1604,0.039092
1605,0.038959
1606,0.038826
1607,0.038694
1608,0.038563
1609,0.038432
1610,0.038302
1611,0.038173
1612,0.038044
1613,0.037915
1614,0.037788
1615,0.037661
1616,0.037534
1617,0.037408
1618,0.037283
1619,0.037158
1620,0.037034
1621,0.036911
1622,0.036788
1623,0.036665
1624,0.036544
1625,0.036422
1626,0.036302
1627,0.036182
1628,0.036062
1629,0.035943
1630,0.035825
1631,0.035707
1632,0.035590
1633,0.035473
1634,0.035357
1635,0.035241
1636,0.035126
1637,0.035012
1638,0.034898
1639,0.034784
1640,0.034671
1641,0.034559
1642,0.034447
1643,0.034336
1644,0.034225
1645,0.034114
1646,0.034005
1647,0.033895
1648,0.033786
1649,0.033678
1650,0.033570
1651,0.033463
1652,0.033356
1653,0.033250
1654,0.033144
1655,0.033039
1656,0.032934
1657,0.032830
1658,0.032726
1659,0.032622
1660,0.032519
1661,0.032417
1662,0.032315
1663,0.032214
1664,0.032113
1665,0.032012
1666,0.031912
1667,0.031812
1668,0.031713
1669,0.031614
1670,0.031516
1671,0.031418
1672,0.031321
1673,0.031224
1674,0.031128
1675,0.031031
1676,0.030936
1677,0.030841
1678,0.030746
1679,0.030652
1680,0.030558
1681,0.030464
1682,0.030371
1683,0.030279
1684,0.030187
1685,0.030095
1686,0.030003
1687,0.029913
1688,0.029822
1689,0.029732
1690,0.029642
1691,0.029553
1692,0.029464
1693,0.029375
1694,0.029287
1695,0.029200
1696,0.029112
1697,0.029025
1698,0.028939
1699,0.028853
1700,0.028767
1701,0.028682
1702,0.028597
1703,0.028512
1704,0.028428
1705,0.028344
1706,0.028260
1707,0.028177
1708,0.028095
1709,0.028012
1710,0.027930
1711,0.027849
1712,0.027767
1713,0.027686
1714,0.027606
1715,0.027526
1716,0.027446
1717,0.027366
1718,0.027287
1719,0.027208
1720,0.027130
1721,0.027052
1722,0.026974
1723,0.026896
1724,0.026819
1725,0.026743
1726,0.026666
1727,0.026590
1728,0.026514
1729,0.026439
1730,0.026364
1731,0.026289
1732,0.026215
1733,0.026140
1734,0.026067
1735,0.025993
1736,0.025920
1737,0.025847
1738,0.025775
1739,0.025702
1740,0.025631
1741,0.025559
1742,0.025488
1743,0.025417
1744,0.025346
1745,0.025276
1746,0.025206
1747,0.025136
1748,0.025066
1749,0.024997
1750,0.024928
1751,0.024860
1752,0.024791
1753,0.024723
1754,0.024656
1755,0.024588
1756,0.024521
1757,0.024454
1758,0.024388
1759,0.024321
1760,0.024255
1761,0.024190
1762,0.024124
1763,0.024059
1764,0.023994
1765,0.023930
1766,0.023865
1767,0.023801
1768,0.023737
1769,0.023674
1770,0.023610
1771,0.023547
1772,0.023485
1773,0.023422
1774,0.023360
1775,0.023298
1776,0.023236
1777,0.023175
1778,0.023114
1779,0.023053
1780,0.022992
1781,0.022932
1782,0.022871
1783,0.022811
1784,0.022752
1785,0.022692
1786,0.022633
1787,0.022574
1788,0.022515
1789,0.022457
1790,0.022399
1791,0.022341
1792,0.022283
1793,0.022225
1794,0.022168
1795,0.022111
1796,0.022054
1797,0.021997
1798,0.021941
1799,0.021885
1800,0.021829
1801,0.021773
1802,0.021718
1803,0.021663
1804,0.021608
1805,0.021553
1806,0.021498
1807,0.021444
1808,0.021390
1809,0.021336
1810,0.021282
1811,0.021229
1812,0.021175
1813,0.021122
1814,0.021069
1815,0.021017
1816,0.020964
1817,0.020912
1818,0.020860
1819,0.020808
1820,0.020757
1821,0.020705
1822,0.020654
1823,0.020603
1824,0.020552
1825,0.020502
1826,0.020451
1827,0.020401
1828,0.020351
1829,0.020301
1830,0.020252
1831,0.020202
1832,0.020153
1833,0.020104
1834,0.020055
1835,0.020007
1836,0.019958
1837,0.019910
1838,0.019862
1839,0.019814
1840,0.019766
1841,0.019719
1842,0.019671
1843,0.019624
1844,0.019577
1845,0.019531
1846,0.019484
1847,0.019437
1848,0.019391
1849,0.019345
1850,0.019299
1851,0.019254
1852,0.019208
1853,0.019163
1854,0.019117
1855,0.019072
1856,0.019028
1857,0.018983
1858,0.018938
1859,0.018894
1860,0.018850
1861,0.018806
1862,0.018762
1863,0.018718
1864,0.018675
1865,0.018631
1866,0.018588
1867,0.018545
1868,0.018502
1869,0.018460
1870,0.018417
1871,0.018375
1872,0.018333
